"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"CFGE","Calamos Focus Growth ETF","9.7","25220000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfge",
"CHW","Calamos Global Dynamic Income Fund","8.24","486217614.08","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","12.52","104581262.72","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","10.48","1619306720","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","16.39","592934457.61","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","44.01","693703444.05","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cvgw",
"CFNB","California First National Bancorp","14.6657","153402107.4068","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnb",
"CALA","Calithera Biosciences, Inc.","7.15","127853246.95","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/cala",
"CALD","Callidus Software, Inc.","11.91","572915793.51","n/a","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/cald",
"CALM","Cal-Maine Foods, Inc.","85.46","2067348075.42","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","24.54","1701046002.12","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/clmt",
"ABCD","Cambium Learning Group, Inc.","1.48","66466612.04","n/a","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/abcd",
"CAMB","CAMBRIDGE CAPITAL ACQUISITION CORPORATION","9.82","103450017.5","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/camb",
"CAMBU","CAMBRIDGE CAPITAL ACQUISITION CORPORATION","10.13","0","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cambu",
"CAMBW","CAMBRIDGE CAPITAL ACQUISITION CORPORATION","0.37","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/cambw",
"CAC","Camden National Corporation","37.42","277716084.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","3.33","101472592.5","n/a","2000","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","26.13","1417020571.59","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","6.49","62931310.42","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","9.94","41736469.6","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/cphc",
"CBNJ","Cape Bancorp, Inc.","9.13","106108129.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbnj",
"CPLA","Capella Education Company","61.02","747740056.32","n/a","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cpla",
"CBF","Capital Bank Financial Corp.","24.11","1178846443.22","n/a","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/cbf",
"CCBG","Capital City Bank Group","14.83","258775491.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","7.7","818053467","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","34.71","535003695.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cswc",
"CPTA","Capitala Finance Corp.","17.8","230944676","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/cpta",
"CLAC","Capitol Acquisition Corp. II","9.75","243750000","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/clac",
"CLACU","Capitol Acquisition Corp. II","10.03","250750000","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/clacu",
"CLACW","Capitol Acquisition Corp. II","0.54","0","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/clacw",
"CFFN","Capitol Federal Financial, Inc.","12.34","1752730447.02","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffn",
"CAPNU","Capnia, Inc.","n/a","0","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/capnu",
"CPST","Capstone Turbine Corporation","0.8122","267794482.39","n/a","2000","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","8.16","184781543.52","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cara",
"CARB","Carbonite, Inc.","10.27","276071361.8","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/carb",
"CRDC","Cardica, Inc.","0.946","84147850.336","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/crdc",
"CFNL","Cardinal Financial Corporation","17.23","550976236.21","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnl",
"CRME","Cardiome Pharma Corporation","8.03","132656178.16","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crme",
"CSII","Cardiovascular Systems, Inc.","25.75","810880581","n/a","1981","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/csii",
"CATM","Cardtronics, Inc.","34.4","1529836868.8","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","6.8","80190672.8","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","4.89","328836431.46","n/a","1998","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","14.65","328686491.7","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ctre",
"CKEC","Carmike Cinemas, Inc.","28.95","666887017.95","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/ckec",
"CLBH","Carolina Bank Holdings Inc.","9.7001","33285311.144","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/clbh",
"CARO","Carolina Financial Corporation","26.03","105392034.04","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust Bank","5.04","23357789.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","41.12","1892695086.24","n/a","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","7.12","250787738.64","n/a","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tast",
"CRTN","Cartesian, Inc.","3.89","34172455.77","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/crtn",
"CARV","Carver Bancorp, Inc.","8.97","33153658.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","1.67","32533503.8","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/casm",
"CACB","Cascade Bancorp","5.24","378448127","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cacb",
"CSCD","Cascade Microtech, Inc.","9.9","161714064.6","n/a","2004","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cscd",
"CWST","Casella Waste Systems, Inc.","4.07","164588370.21","n/a","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","79.67","3079245420.33","n/a","1983","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","1.7","45968729.3","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","44.02","507789628.6","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cass",
"CPRX","Catalyst Pharmaceutical Partners, Inc.","2.37","159191437.71","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cprx",
"CTRX","Catamaran Corporation","40.68","8439873823.44","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ctrx",
"CATY","Cathay General Bancorp","24.58","1958334761.24","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caty",
"CATYW","Cathay General Bancorp","6.0101","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/catyw",
"CVCO","Cavco Industries, Inc.","67.32","595803811.68","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/cvco",
"CAVM","Cavium, Inc.","39.87","2137316472.45","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/cavm",
"CBDE","CBD Energy Limited","1.8","3657623.4","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/cbde",
"CBOE","CBOE Holdings, Inc.","55.57","4735101028.48","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cboe",
"CDK","CDK Global, Inc.","25.98","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","28.42","4891741230.32","n/a","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","12.75","329035119","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cece",
"CPXX","Celator Pharmaceuticals Inc.","2.51","65457115.32","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpxx",
"CELG","Celgene Corporation","86.48","69141633448","n/a","1987","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","3.43","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celgz",
"CLDN","Celladon Corporation","9.4","217464112","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cldn",
"CLDX","Celldex Therapeutics, Inc.","13.82","1235559977.02","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/cldx",
"CLRB","Cellectar Biosciences, Inc.","2.0799","14377574.9772","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clrbw",
"CBMG","Cellular Biomedicine Group, Inc.","16.01","145323858.68","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cbmg",
"ICEL","Cellular Dynamics International, Inc.","6.5","102457712.5","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/icel",
"CLSN","Celsion Corporation","2.53","6861835.64","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsn",
"CLTX","Celsus Therapeutics Plc","6","24136770","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cltx",
"CEMP","Cempra, Inc.","11.42","379637652.34","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemp",
"CSFL","CenterState Banks, Inc.","10.6","477360739.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/csfl",
"CETV","Central European Media Enterprises Ltd.","2.29","309850962.13","n/a","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","1.3799","21835137.429","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","7.32","369161595.84","n/a","1993","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","7.77","391855956.24","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","11.05","120753571.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvcy",
"CENX","Century Aluminum Company","22.13","1965363706.64","n/a","1996","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","35.56","197642800.04","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","5.29","128975791.53","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cnty",
"CPHD","CEPHEID","44.25","3106687804.5","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cphd",
"CRNT","Ceragon Networks Ltd.","2.03","155461801.04","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/crnt",
"CERE","Ceres, Inc.","0.33","15904009.11","n/a","2012","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cere",
"CERN","Cerner Corporation","56.98","19433241763.32","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/cern",
"CERU","Cerulean Pharma Inc.","4.49","90360190.36","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ceru",
"CERS","Cerus Corporation","4.1","303596800","n/a","1997","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","1.18","47517196.98","n/a","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","13.52","276725683.52","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva",
"CYOU","Changyou.com Limited","18.1","956351383.3","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou",
"HOTR","Chanticleer Holdings, Inc.","1.8","12094979.4","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotr",
"HOTRW","Chanticleer Holdings, Inc.","0.3","0","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotrw",
"CTHR","Charles & Colvard Ltd","2.4","48857599.2","n/a","1997","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr",
"CACG","Chart Acquisition Corp.","9.93","96817500","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cacg",
"CACGU","Chart Acquisition Corp.","10.55","0","n/a","2012","Finance","Business Services","http://www.nasdaq.com/symbol/cacgu",
"CACGW","Chart Acquisition Corp.","0.55","0","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cacgw",
"GTLS","Chart Industries, Inc.","43.23","1317449899.26","n/a","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","142.97","15532958064.69","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/chtr",
"CHFN","Charter Financial Corp.","10.9","210548443.9","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chfn",
"CHKP","Check Point Software Technologies Ltd.","66.49","12685607020.02","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
"CEMI","Chembio Diagnostics, Inc.","3.85","37002885.15","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","26.92","881915028.96","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","4.55","197177689.8","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","28.06","129604622.34","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","16.715","140910224.69","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke",
"CHEV","Cheviot Financial Corp","12.61","84585395.83","n/a","2004","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chev",
"CBNK","Chicopee Bancorp, Inc.","14.03","75471859.6","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cbnk",
"PLCE","Children&#39;s Place, Inc. (The)","48.21","1039697052.84","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","29.05","1036197551.55","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","3.66","6968855.94","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","0.72","2904763.68","n/a","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","9.23","258837065.37","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/caas",
"CBAK","China BAK Battery, Inc.","3.035","38300476.895","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cbak",
"CBPO","China Biologic Products, Inc.","49.06","1201042569.76","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","0.74","15118820.12","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cccl",
"CCCR","China Commercial Credit, Inc.","2.9801","36496724.4412","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/cccr",
"JRJC","China Finance Online Co. Limited","4.6","102253979.6","n/a","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/jrjc",
"CHOP","China Gerui Advanced Materials Group Limited","0.29","17221962.91","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/chop",
"HGSH","China HGS Real Estate, Inc.","3.11","140105500","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CHLN","China Housing & Land Development, Inc.","1.3","44764405.4","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/chln",
"CNIT","China Information Technology, Inc.","3.73","111808316.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CJJD","China Jo-Jo Drugstores, Inc.","1.43","21500770.72","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/cjjd",
"HTHT","China Lodging Group, Limited","24.78","1533584615.22","n/a","2010","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/htht",
"CMGE","China Mobile Games and Entertainment Group Limited","18.5","575931233","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmge",
"CHNR","China Natural Resources, Inc.","3.3701","83952278.0116","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","1.19","72525956.58","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CPGI","China Shengda Packaging Group, Inc.","0.86","33360097.46","n/a","2010","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cpgi",
"CSUN","China Sunergy Co., Ltd.","2.05","27413196.55","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/csun",
"CNTF","China TechFaith Wireless Communication Technology Limited","1.24","65637597.04","n/a","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","5.2","257869435.2","n/a","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cxdc",
"CNYD","China Yida Holding, Co.","2.899","11348367.42","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cnyd",
"CCIH","ChinaCache International Holdings Ltd.","12.04","281784509.16","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","2.14","47971395.6","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","19.71","587377710","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CHSCM","CHS Inc","25.59","486210000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","26.77","449736000","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","27.82","314899448.5","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","30.03","217184707.74","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","93.96","1631333238.12","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","30.09","494549821.83","n/a","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CHYR","ChyronHego Corporation","2.33","85526781.09","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/chyr",
"CIFC","CIFC Corp.","9.05","227580223.3","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cifc",
"CMCT","CIM Commercial Trust Corporation","18.41","1796477219.18","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmct",
"CIMT","Cimatron, Limited","5.4","58111543.8","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/cimt",
"CINF","Cincinnati Financial Corporation","46.59","7624508522.79","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.54","118232349.62","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","67.74","7924164775.92","n/a","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","19.61","1218443523.85","n/a","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CISAW","CIS Acquisition Ltd.","0.32","0","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cisaw",
"CSCO","Cisco Systems, Inc.","23.055","118044426358.56","n/a","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","21.21","330441555.57","n/a","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"CZNC","Citizens & Northern Corp","20.07","248414297.58","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","8.75","45211783.75","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","11.6","22837813.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","19.04","92869770.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","64.94","10680701346.94","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","43.66","676794180.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CDTI","Clean Diesel Technologies, Inc.","1.47","18246133.92","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","5.99","538406657.5","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNT","Cleantech Solutions International, Inc.","3.06","11811557.16","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLFD","Clearfield, Inc.","11.83","159032866.72","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","7.8","71798173.2","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clro",
"CLIR","ClearSign Combustion Corporation","5.98","57759767.52","n/a","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CBLI","Cleveland BioLabs, Inc.","0.3702","21142195.2996","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CKSW","ClickSoftware Technologies Ltd.","7.32","237860289","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cksw",
"CSBK","Clifton Bancorp Inc.","12.87","342746439.75","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","42.85","1455355557.45","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","12.44","170013325.04","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/cmfn",
"CME","CME Group Inc.","79.85","26831394548.9","n/a","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CMSB","CMS Bancorp, Inc.","12.86","23955646.58","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cmsb",
"CCNE","CNB Financial Corporation","17.17","246685167.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CISG","CNinsure Inc.","5.42","270691471.92","n/a","2007","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/cisg",
"CWAY","Coastway Bancorp, Inc.","10.82","53550116.78","n/a","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","11.48","466649394.96","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COKE","Coca-Cola Bottling Co. Consolidated","82.55","765346557.95","n/a","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"CDXS","Codexis, Inc.","2.42","94701165.46","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","20.184","110871943.224","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","5.37","33683292.78","n/a","2005","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","30.31","1404718435.19","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","36.56","3171185261.68","n/a","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","44.65","27143820620.1","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"COHR","Coherent, Inc.","55.9","1394288824.5","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"COHU","Cohu, Inc.","10.36","263125072.28","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
